filepath,true_label,total_steps,final_prediction,final_confidence,final_reasoning,status,predicted_at_steps,final_api_time,num_api_calls
vasp-data-files/110110001010000111111001/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.1-0.4 without sustained downward trend, showing stagnation at high values despite dE oscillations",Kill,125,6.897111654281616,2
vasp-data-files/101001111110111111000001/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-2.5 with large oscillations and no progress toward convergence thresholds, while dE remains persistently high",Kill,100,3.9027233123779297,1
vasp-data-files/101001010001000010111110/OSZICAR,1,161,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12 to ~0.76 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,6.901206731796265,2
vasp-data-files/101001010101111110100101/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~126 at step 13 to ~0.35-0.55 in final steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,200,20.168535470962524,5
vasp-data-files/110111001100011100101000/OSZICAR,0,200,1.0,6.0,"Large dE oscillations persist but rms(c) shows clear macro-trend downward from ~100 to ~0.5 over 200 steps, following Expert Tie-Breaker Rule for eventual convergence despite noise",Unresolved_MaxSteps,200,21.40315318107605,5
vasp-data-files/111101001101111100100000/OSZICAR,1,135,0.0,7.0,"rms(c) stagnates around 0.1-0.14 after step 70 with no clear downward trend, and dE shows persistent oscillations without convergence, indicating divergence per Expert Tie-Breaker Rule",Kill,100,4.516334056854248,1
vasp-data-files/110100001110001101111001/OSZICAR,1,109,,,评估到 125 步时，实际步数仅为 109，数据不足。,Insufficient_Steps,109,3.902230739593506,1
vasp-data-files/101001011100111100100000/OSZICAR,1,127,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.2 at step 13 to ~0.115 at step 100, following the Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.13176155090332,1
vasp-data-files/110101111100111101010011/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decrease from ~22 to ~0.7 over 150 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,150,12.344934463500977,3
vasp-data-files/111100011110000110000001/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.2-1.5E+01 in final steps with persistent large dE oscillations indicating divergence",Kill,100,3.9040067195892334,1
vasp-data-files/101001010101110011100111/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.3-1.2 with no sustained downward trend over 125 steps, indicating stagnation and failure to converge despite dE oscillations",Kill,125,8.124967575073242,2
vasp-data-files/101101110001000000000110/OSZICAR,0,200,0.0,7.0,"rms(c) stagnates around 1.1-1.2 after step 100 with no clear downward trend, dE oscillations persist, violating the Expert's Tie-Breaker Rule",Kill,125,6.894999027252197,2
vasp-data-files/111101000001110000101000/OSZICAR,0,200,0.0,7.0,"rms(c) shows no overall decreasing trend after step 40, stagnating around 0.2-0.3 with no sustained improvement, indicating divergence despite some dE oscillations",Kill,100,9.738207578659058,1
vasp-data-files/111100100000110111110001/OSZICAR,1,106,,,评估到 125 步时，实际步数仅为 106，数据不足。,Insufficient_Steps,106,10.045710802078247,1
vasp-data-files/110110000111000011111111/OSZICAR,1,145,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.19 over 125 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.660514116287231,2
vasp-data-files/100011010011000001101110/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.5-2.5E+01 with no meaningful reduction over many iterations, indicating divergence despite some dE oscillations",Kill,100,4.517179489135742,1
vasp-data-files/100110101010000101011001/OSZICAR,1,123,,,评估到 125 步时，实际步数仅为 123，数据不足。,Insufficient_Steps,123,4.2092509269714355,1
vasp-data-files/110010010011000001111101/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.05E+02 to ~7.62E-01 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,8.665642023086548,2
vasp-data-files/100000011111111011000100/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.15 after step 60 with persistent oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,3.901599884033203,1
vasp-data-files/101001011101100011010111/OSZICAR,1,104,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.5E+01 to ~1.0E-02 over 100 steps, following the Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.1014697551727295,1
vasp-data-files/101101000101000011011111/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 2.0-2.8 after initial improvement, with dE oscillations persisting throughout - violates the Expert Tie-Breaker Rule",Kill,100,5.242172956466675,1
vasp-data-files/110100010111000101000001/OSZICAR,0,200,0.0,7.0,"rms(c) stagnates around 1.7-2.5 after step 110 with no clear downward trend, and dE shows persistent large oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,125,18.867249011993408,2
vasp-data-files/100110010111000001110001/OSZICAR,1,107,,,评估到 125 步时，实际步数仅为 107，数据不足。,Insufficient_Steps,107,4.21522331237793,1
vasp-data-files/111111010001011000100000/OSZICAR,1,110,,,评估到 125 步时，实际步数仅为 110，数据不足。,Insufficient_Steps,110,3.8195509910583496,1
vasp-data-files/111110001100110001101110/OSZICAR,1,133,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.4 at step 13 to ~0.0188 at step 125, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.12458348274231,2
vasp-data-files/100001110100101101010001/OSZICAR,1,196,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 1.3-1.5 after initial improvement, with dE remaining large and oscillatory",Kill,100,3.901291847229004,1
vasp-data-files/111100001101110010101000/OSZICAR,1,124,,,评估到 125 步时，实际步数仅为 124，数据不足。,Insufficient_Steps,124,4.521474838256836,1
vasp-data-files/101101000100111010000000/OSZICAR,1,176,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.05E+02 to ~2.44E-01 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.731842517852783,2
vasp-data-files/101001010000111010100110/OSZICAR,1,101,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from 1.24E+02 to 1.75E-02 over 100 steps, following Expert Tie-Breaker Rule",Continue,100,4.51664924621582,1
vasp-data-files/111010001100011101110110/OSZICAR,1,143,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.25E+02 to ~2.54E-01 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,13.653769493103027,2
vasp-data-files/111101000101110000101100/OSZICAR,1,135,0.0,7.0,"rms(c) stagnates around 0.5-0.8 after initial improvement, showing no clear downward macro-trend in later steps despite dE oscillations",Kill,100,3.287496328353882,1
vasp-data-files/100100001111001001011101/OSZICAR,1,111,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.5E+00 at step 60 to ~1.05E-01 at step 100, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.516268730163574,1
vasp-data-files/100100010101110010111100/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.6E+01 to ~4.9E-01 over 100 steps, following Expert Tie-Breaker Rule",Continue,100,10.046297788619995,1
vasp-data-files/111001111011000001110101/OSZICAR,1,127,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+02 to ~1.2E-01 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,12.117555141448975,2
vasp-data-files/100100001110000101111111/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.1-1.2 without sustained improvement, indicating stagnation and divergence despite some dE fluctuations",Kill,100,3.5933637619018555,1
vasp-data-files/101100010110111010000011/OSZICAR,1,181,0.0,7.0,"rms(c) oscillates between 0.3-1.1 with no clear downward macro-trend over 100 steps, indicating stagnation and divergence despite some dE fluctuations",Kill,100,3.906524181365967,1
vasp-data-files/101111100100111011100011/OSZICAR,1,161,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.4 to ~0.35 over 125 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.197336912155151,2
vasp-data-files/101111001011100011100001/OSZICAR,1,175,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+01 to ~2.3E-01 over 150 steps, following Expert Tie-Breaker Rule",Continue,150,12.036598920822144,3
vasp-data-files/100010010101100100100000/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 2.0-3.0 for most steps with no meaningful reduction, indicating divergence despite some dE oscillations",Kill,100,3.9016828536987305,1
vasp-data-files/110110101001100101011011/OSZICAR,1,110,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from 125E+01 at step 13 to 339E-02 at step 100, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,10.047903060913086,1
vasp-data-files/110010101011000001111111/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.6-2.2 without meaningful reduction over 125 steps, indicating stagnation despite dE oscillations",Kill,125,21.023141384124756,2
vasp-data-files/111110101111000011110101/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.2 after initial improvement, with dE oscillations persisting throughout - violates Expert's Tie-Breaker Rule",Kill,125,13.653313398361206,2
vasp-data-files/100110001111000001111111/OSZICAR,1,103,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.27E+02 to ~1.70E-02 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.210160970687866,1
vasp-data-files/100000111001001001011111/OSZICAR,1,137,0.0,7.0,"rms(c) stagnates around 0.6-0.8 after initial decrease, showing no clear downward macro-trend in later steps (50-100), while dE continues oscillating significantly",Kill,100,4.208410263061523,1
vasp-data-files/111110010100111110100100/OSZICAR,1,197,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.27E+02 to ~2.52E-01 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.127667427062988,2
vasp-data-files/111100001100111100100000/OSZICAR,0,200,0.0,7.0,"rms(c) stagnates around 0.6-0.8 after step 82 with no clear downward macro-trend, and dE continues to show persistent oscillations without reaching convergence thresholds",Kill,100,3.588165283203125,1
vasp-data-files/110100001111100001000011/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 6-20 with oscillations and no overall improvement, indicating divergence despite some dE fluctuations",Kill,100,3.2874062061309814,1
vasp-data-files/110010111011101011000111/OSZICAR,1,123,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.09 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.59615421295166,1
vasp-data-files/111110000101011000101000/OSZICAR,1,116,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.23E+02 at step 13 to 1.78E-01 at step 100, following Expert Tie-Breaker Rule",Continue,100,3.900089740753174,1
vasp-data-files/111101000101111111100100/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.6-1.8E+01 with final values at 1.8E+01, indicating stagnation and divergence despite some dE oscillations",Kill,100,4.209094285964966,1
vasp-data-files/111110001011100010101001/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 2-5 after initial fluctuations, with dE remaining large and oscillatory throughout the calculation",Kill,175,16.570591688156128,4
vasp-data-files/110100101111001001011101/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.2-0.7 without clear downward trend after step 40, dE remains high with persistent oscillations, indicating stagnation per Expert Tie-Breaker Rule",Kill,100,4.2054762840271,1
vasp-data-files/110110101000001110101011/OSZICAR,1,175,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.3 to ~0.81 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.9014573097229004,1
vasp-data-files/111110001010000110111001/OSZICAR,0,200,0.0,7.0,"rms(c) stagnates around 0.2-0.3 after step 100 with no clear downward trend, and dE remains oscillatory with no convergence to small values",Kill,125,7.819978475570679,2
vasp-data-files/111110001001010010110001/OSZICAR,1,162,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~120 to ~1.6 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.116206169128418,2
vasp-data-files/101011111000111010100111/OSZICAR,1,136,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.07 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.509288311004639,2
vasp-data-files/101100000000101101100001/OSZICAR,1,181,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~10.8 at step 42 to ~0.5 at step 125, following Expert Tie-Breaker Rule",Continue,125,7.5146543979644775,2
vasp-data-files/100010001011000001111111/OSZICAR,1,110,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~7.7 at step 33 to ~0.2 at step 100, following Expert Tie-Breaker Rule",Continue,100,3.7936763763427734,1
vasp-data-files/111100000101111101100000/OSZICAR,1,156,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.0E+01 to ~1.4E-01 over steps 12-100, following Expert Tie-Breaker Rule",Continue,100,4.312960863113403,1
vasp-data-files/110000110001111111010001/OSZICAR,1,105,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+01 to ~6E-02 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.411966562271118,1
vasp-data-files/110100001101110001000111/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 0.5-2.2 with oscillations and no overall improvement over 100 steps, indicating divergence per Expert Tie-Breaker Rule",Kill,100,3.389760971069336,1
vasp-data-files/111010001100100111110110/OSZICAR,1,153,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.7 after initial drop, with dE remaining oscillatory and high, indicating divergence per Expert Tie-Breaker Rule",Kill,100,4.515669584274292,1
vasp-data-files/110111001100110110010101/OSZICAR,1,172,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~128 at step 13 to ~0.66 at step 125, following Expert Tie-Breaker Rule",Continue,125,8.122626066207886,2
vasp-data-files/100010110010001111111101/OSZICAR,1,109,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~120 to ~0.08 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,5.130742073059082,1
vasp-data-files/101011010001111010100000/OSZICAR,1,175,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~23.5 at step 25 to ~0.64 at step 125, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,7.508174896240234,2
vasp-data-files/100001111011000011011111/OSZICAR,1,126,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.02 over 125 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,125,6.893837213516235,2
vasp-data-files/100110101011000001111111/OSZICAR,1,167,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.17 after step 60 with persistent oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,3.387500047683716,1
vasp-data-files/101101000101000000011110/OSZICAR,1,104,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~120 to ~0.06 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.800004005432129,1
vasp-data-files/101110011001010001000110/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.3-0.8 with no clear downward trend after step 70, stagnating around 0.6-0.8 in final steps despite dE oscillations",Kill,100,4.822519302368164,1
vasp-data-files/101101000000110010100011/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 0.3-0.5 after initial fluctuations, indicating divergence according to Expert Tie-Breaker Rule",Kill,125,7.200279712677002,2
vasp-data-files/101101011100110011011100/OSZICAR,0,200,0.0,8.0,"rms(c) stagnates around 1.5-1.8 with no clear downward trend after step 36, and dE shows persistent oscillations without approaching convergence thresholds",Kill,100,3.593413829803467,1
vasp-data-files/110111001001101100101100/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0E+01 to 2.0E+01 with large oscillations and no overall improvement over 100 steps",Kill,100,3.900440216064453,1
vasp-data-files/111100000100110110100000/OSZICAR,1,126,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.22E+02 to ~1.57E-01 over 125 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.736375570297241,2
vasp-data-files/111101001100111110100000/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.5-0.8 in later steps with no clear downward macro-trend, indicating stagnation and eventual divergence despite some dE fluctuations",Kill,100,3.8997623920440674,1
vasp-data-files/100011110001111111100100/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.5-1.1 without meaningful reduction over 125 steps, indicating stagnation and divergence according to Expert Tie-Breaker Rule",Kill,125,18.26081395149231,2
vasp-data-files/111100110101110000101000/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-1.9 with oscillations and no overall decrease over 100 steps, indicating divergence despite some dE fluctuations",Kill,100,8.815556287765503,1
vasp-data-files/111111010101110010100010/OSZICAR,1,140,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~12.3 at step 13 to ~0.22 at step 100, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.823302268981934,1
vasp-data-files/101010010101111010100100/OSZICAR,1,135,,,评估到 150 步时，实际步数仅为 135，数据不足。,Insufficient_Steps,135,20.10254716873169,2
vasp-data-files/111111000100011100100000/OSZICAR,1,132,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+01 to ~1.0E-02 over 100 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.743680953979492,1
vasp-data-files/101001010100111010001000/OSZICAR,1,116,,,评估到 125 步时，实际步数仅为 116，数据不足。,Insufficient_Steps,116,3.5943210124969482,1
vasp-data-files/101011110100111111010110/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0E+01 after step 30 with persistent oscillations, while dE remains large and oscillatory indicating divergence",Kill,100,4.128376245498657,1
vasp-data-files/101001111100101011011111/OSZICAR,1,132,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.28E+02 to ~3.44E-02 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,7.814225196838379,2
vasp-data-files/100110101011000101111111/OSZICAR,1,142,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 1-5 after step 45 with persistent high oscillations, indicating divergence despite some energy fluctuations",Kill,100,3.286752223968506,1
vasp-data-files/100001111000111101011001/OSZICAR,1,165,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.22E+01 to ~5.72E-01 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,7.8159167766571045,2
vasp-data-files/110001010101000001010111/OSZICAR,1,123,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~20 to ~0.12 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.205053806304932,1
vasp-data-files/111110111011100101101101/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-3.0 with oscillations and ending at 1.12E+01, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,4.208462953567505,1
vasp-data-files/111101001101010100100000/OSZICAR,1,136,0.0,8.0,"rms(c) stagnates around 0.7-0.8 in final 20 steps with no decreasing trend, and dE shows persistent oscillations without reaching convergence thresholds",Kill,100,3.5928850173950195,1
vasp-data-files/111101011101111000001110/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.1-0.6 without meaningful reduction over 125 steps, indicating stagnation despite dE oscillations",Kill,125,20.410458087921143,2
vasp-data-files/101101000011001011000001/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.2-0.8 with no clear downward macro-trend over the last 50 steps, indicating stagnation and eventual divergence despite some energy fluctuations",Kill,100,4.206212520599365,1
vasp-data-files/111010110010100111010001/OSZICAR,1,111,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.06E+01 at step 12 to ~1.00E-01 at step 100, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.517428398132324,1
vasp-data-files/100111100010000011111111/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 2-3E+01 with oscillations, indicating divergence despite some dE fluctuations",Kill,100,3.593782663345337,1
vasp-data-files/110000010011000011011001/OSZICAR,0,200,0.0,7.0,"rms(c) stagnates around 0.7-0.9 after step 90 with no clear downward trend, and dE shows persistent oscillations without convergence, indicating divergence according to the Expert's Tie-Breaker Rule",Kill,125,8.121869564056396,2
vasp-data-files/111110001100111010100000/OSZICAR,1,182,0.0,7.0,"rms(c) stagnates around 0.7-0.9 after step 100 with no clear downward trend, and dE continues oscillating significantly, indicating divergence according to Expert Tie-Breaker Rule",Kill,125,8.430613279342651,2
vasp-data-files/100110111101011101000100/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.1-0.2 after step 45 with persistent oscillations, indicating divergence despite some dE fluctuations",Kill,100,3.2913529872894287,1
vasp-data-files/101000010101111010100100/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 8-9 after initial fluctuations, with dE remaining large and oscillatory",Kill,100,3.5877695083618164,1
vasp-data-files/110010111011110000101100/OSZICAR,0,200,1.0,7.0,"Despite dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+02 to ~5E-01 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,5.129136800765991,1
vasp-data-files/101001110100110011000011/OSZICAR,0,200,0.0,7.0,"rms(c) oscillates between 0.2-0.6 without sustained downward trend, showing stagnation at high values despite many iterations",Kill,100,3.592022657394409,1
vasp-data-files/100101100101010001010011/OSZICAR,1,131,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.0E+02 to ~4.5E-02 over 125 steps, following Expert Tie-Breaker Rule",Continue,125,8.121047258377075,2
vasp-data-files/111111111011011111101000/OSZICAR,0,200,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~25.9 at step 43 to ~7.77 at step 125, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.734898567199707,2
vasp-data-files/101011001110010111111001/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 1.0-1.5 after initial improvement, with dE remaining oscillatory and high",Kill,125,6.8950722217559814,2
vasp-data-files/101001010101101101010011/OSZICAR,1,115,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~100 to ~0.04 over 100 steps, following the Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,3.5895636081695557,1
vasp-data-files/111100000001011100110001/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 3.0 after initial fluctuations, with dE remaining large and oscillatory throughout",Kill,100,3.593055486679077,1
vasp-data-files/111101000101010010110000/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.12-0.35 in later steps with stagnation around 0.19-0.22, indicating divergence despite some dE oscillations",Kill,100,3.899123191833496,1
vasp-data-files/101100001101110001100001/OSZICAR,1,117,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~122 at step 13 to 0.134 at step 100, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.515857219696045,1
vasp-data-files/111101011101111001001000/OSZICAR,1,167,0.0,7.0,"rms(c) stagnates around 1.07 after step 82 with no overall decreasing trend, despite some dE oscillations, indicating divergence per Expert Tie-Breaker Rule",Kill,100,4.514429569244385,1
vasp-data-files/101000010001100011101011/OSZICAR,1,102,,,评估到 125 步时，实际步数仅为 102，数据不足。,Insufficient_Steps,102,11.271491527557373,1
vasp-data-files/100010111010001101011111/OSZICAR,1,145,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~25 to ~0.6 over 125 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,12.959747314453125,2
vasp-data-files/101100000001011100100000/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, oscillating between 1.0-2.5 with final values around 0.9E+01, indicating stagnation and divergence according to Expert Tie-Breaker Rule",Kill,100,10.04246997833252,1
vasp-data-files/100000111101000011011111/OSZICAR,1,149,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~50 to ~0.07 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,10.043537616729736,1
vasp-data-files/111110000111011010110110/OSZICAR,0,200,0.0,7.0,"rms(c) stagnates at high values (10-15) with no consistent downward trend, and dE shows persistent large oscillations, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,7.893708944320679,1
vasp-data-files/101101000011100011101011/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, stagnating around 0.7-1.8 after initial improvement, with dE remaining oscillatory and high, indicating divergence according to Expert Tie-Breaker Rule",Kill,100,4.205876350402832,1
vasp-data-files/100001111101001111010011/OSZICAR,1,114,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.25E+02 to 1.69E-01 over 100 steps, following Expert Tie-Breaker Rule for damped oscillatory convergence",Continue,100,4.213606834411621,1
vasp-data-files/110101110010001101011001/OSZICAR,1,145,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.2E+02 to ~5.5E-02 over 125 steps, following the Expert's Tie-Breaker Rule for damped oscillatory convergence",Continue,125,8.424462080001831,2
vasp-data-files/100010010100111100100000/OSZICAR,0,200,0.0,7.0,"rms(c) shows no consistent downward trend, oscillating between 0.2-0.5 with recent spikes to 0.47, indicating stagnation and divergence according to Expert Tie-Breaker Rule",Kill,100,3.8982951641082764,1
vasp-data-files/100110001000010110100000/OSZICAR,1,129,1.0,7.0,"Despite persistent dE oscillations, rms(c) shows clear macro-trend decreasing from ~1.25E+02 to ~1.85E-01 over 100 steps, following Expert Tie-Breaker Rule",Continue,100,3.9033589363098145,1
vasp-data-files/101001110001111010100101/OSZICAR,0,200,0.0,8.0,"rms(c) shows no consistent downward trend, stagnating around 0.5-1.3 with oscillations and no overall improvement over 100 steps, indicating divergence despite some dE fluctuations",Kill,100,4.206653118133545,1
